original row-2	State Code	County Code	Site Num	Address	State	County	City	Date Local	NO2 Units	NO2 Mean	NO2 1st Max Value	NO2 1st Max Hour	NO2 AQI	O3 Units	O3 Mean	O3 1st Max Value	O3 1st Max Hour	O3 AQI	SO2 Units	SO2 Mean	SO2 1st Max Value	SO2 1st Max Hour	SO2 AQI	CO Units	CO Mean	CO 1st Max Value	CO 1st Max Hour	CO AQI
156512	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-31	Parts per billion	3.321739	5.5	18	5	Parts per million	0.033708	0.04	10	37	Parts per billion	0.158385	0.3	0	0.0	Parts per million	0.1371775	0.3	18	3.0
156516	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-01	Parts per billion	8.56087	29.2	18	27	Parts per million	0.025792	0.039	9	36	Parts per billion	0.2086954999999999	0.4	18	0.0	Parts per million	0.2008295	0.432	20	3.0
156520	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-02	Parts per billion	11.269565	27.0	18	25	Parts per million	0.021208	0.03	8	28	Parts per billion	0.6344719999999999	3.4	16	4.0	Parts per million	0.263275	0.576	18	5.0
156524	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-03	Parts per billion	10.313043	30.5	5	28	Parts per million	0.029125	0.04	9	37	Parts per billion	0.426708	1.2	10	1.0	Parts per million	0.276703	0.668	5	5.0
156528	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-04	Parts per billion	18.034783	36.9	8	34	Parts per million	0.022042	0.039	10	36	Parts per billion	1.4838505	6.6	9	9.0	Parts per million	0.4435215	1.6	7	9.0
156532	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-05	Parts per billion	15.991304	42.0	19	40	Parts per million	0.01975	0.042	9	39	Parts per billion	0.5524845	1.4	19	1.0	Parts per million	0.445261	1.714	20	13.0
156536	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-06	Parts per billion	18.582609	44.0	10	42	Parts per million	0.025583	0.041	12	38	Parts per billion	1.0201865	3.5	9	4.0	Parts per million	0.6929815	1.632	8	15.0
156540	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-07	Parts per billion	15.273913	37.5	18	35	Parts per million	0.017667	0.034	9	31	Parts per billion	0.8503105	2.1	9	3.0	Parts per million	0.3209815	0.856	8	6.0
156544	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-08	Parts per billion	20.708696	39.1	19	37	Parts per million	0.015833	0.039	9	36	Parts per billion	0.9552795	2.5	17	3.0	Parts per million	0.4755945	0.975	19	7.0
156548	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-09	Parts per billion	20.8875	44.4	18	42	Parts per million	0.018792	0.048	9	44	Parts per billion	1.9520835	8.4	17	11.0	Parts per million	0.532417	1.172	7	8.0
156552	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-10	Parts per billion	17.9	42.6	8	40	Parts per million	0.007714	0.015	6	14	Parts per billion	0.7520834999999999	2.7	8	3.0	Parts per million	0.7356875	2.275	5	17.0
156556	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-11	Parts per billion	16.816667	42.7	23	40	Parts per million	0.017391	0.039	9	36	Parts per billion	1.0666665	4.0	21	6.0	Parts per million	0.7697065000000001	4.546	22	32.0
156560	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-12	Parts per billion	22.3	43.4	18	41	Parts per million	0.01925	0.04	10	37	Parts per billion	1.0940995	4.3	22	6.0	Parts per million	1.136562	4.225	22	36.0
156564	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-13	Parts per billion	40.626087	60.7	8	57	Parts per million	0.006	0.01	4	9	Parts per billion	2.3263975	5.3	19	7.0	Parts per million	1.8778405	4.224	20	28.0
156568	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-14	Parts per billion	35.829167	61.5	18	58	Parts per million	0.020789	0.05	9	46	Parts per billion	1.44375	3.4	11	4.0	Parts per million	0.926947	2.3	18	26.0
156572	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-15	Parts per billion	33.013043	64.6	19	62	Parts per million	0.02375	0.063	9	77	Parts per billion	2.7245345	9.1	17	13.0	Parts per million	1.0414815	2.244	7	18.0
156576	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-16	Parts per billion	26.595652	38.5	11	36	Parts per million	0.012458	0.028	9	26	Parts per billion	2.047205	5.2	15	7.0	Parts per million	0.846714	1.8	2	20.0
156580	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-17	Parts per billion	20.413043	38.8	8	36	Parts per million	0.0255	0.049	9	45	Parts per billion	1.264596	6.9	17	9.0	Parts per million	0.5514785	1.852	7	11.0
156584	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-18	Parts per billion	23.343478	54.4	19	51	Parts per million	0.019375	0.048	9	44	Parts per billion	0.9065215	2.0	20	3.0	Parts per million	0.6796595000000001	2.148	22	15.0
156588	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-19	Parts per billion	32.23913	59.6	8	56	Parts per million	0.0155	0.04	10	37	Parts per billion	2.1214285	6.5	14	9.0	Parts per million	1.052598	3.445	8	20.0
156592	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-20	Parts per billion	18.486957	39.2	18	37	Parts per million	0.018625	0.043	9	40	Parts per billion	0.5546585	1.6	23	1.0	Parts per million	0.5061955	1.822	23	9.0
156596	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-21	Parts per billion	25.526087	44.4	19	42	Parts per million	0.01575	0.039	9	36	Parts per billion	0.8518635	2.1	10	3.0	Parts per million	0.7127355	2.937	19	11.0
156600	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-22	Parts per billion	25.93913	47.4	18	44	Parts per million	0.012143	0.021	6	19	Parts per billion	1.245963	3.0	15	4.0	Parts per million	0.6131485000000001	1.199	18	11.0
156604	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-24	Parts per billion	23.9	32.9	0	30	Parts per million	0.0184	0.041	9	38	Parts per billion	1.235093	3.0	19	4.0	Parts per million	0.7193725	2.018	19	15.0
156608	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-26	Parts per billion	4.390909	7.9	13	7	Parts per million	0.023333	0.036	10	33	Parts per billion	0.7524845	1.9	14	1.0	Parts per million	0.319692	0.951	7	7.0
156612	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-27	Parts per billion	10.347826	25.2	8	24	Parts per million	0.017167	0.031	10	29	Parts per billion	0.807143	3.0	8	4.0	Parts per million	0.2643225	0.849	8	6.0
156616	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-02-28	Parts per billion	11.256522	25.3	7	24	Parts per million	0.019917	0.033	20	31	Parts per billion	0.5726709999999999	1.6	8	1.0	Parts per million	0.2773335	0.8	7	5.0
156620	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-03-01	Parts per billion	3.734783	5.6	0	5	Parts per million	0.035458	0.04	9	37	Parts per billion	0.1763975	0.3	1	0.0	Parts per million	0.1368225	0.2	6	2.0
156624	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-03-02	Parts per billion	8.030435	19.5	18	18	Parts per million	0.029083	0.041	9	38	Parts per billion	0.5568325	1.2	13	1.0	Parts per million	0.217301	0.505	6	3.0
156628	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-03-03	Parts per billion	13.417391	39.7	19	37	Parts per million	0.02475	0.046	10	43	Parts per billion	0.265528	0.5	23	0.0	Parts per million	0.266587	0.843	20	7.0
156632	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-03-04	Parts per billion	12.891304	41.2	19	39	Parts per million	0.030708	0.05	10	46	Parts per billion	0.3173915	0.7	8	0.0	Parts per million	0.326145	0.7	7	7.0
156636	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-03-05	Parts per billion	13.534783	43.7	20	41	Parts per million	0.024042	0.045	9	42	Parts per billion	0.363354	1.4	20	1.0	Parts per million	0.279065	1.237	20	6.0
156640	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-03-06	Parts per billion	17.892308	30.8	5	28	Parts per million	0.025111	0.048	8	44	Parts per billion	0.5666665	1.1	3	1.0	Parts per million	0.6485095000000001	1.791	2	11.0
156644	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-03-26	Parts per billion	1.555556	2.3	20	2	Parts per million	0.040818	0.042	13	39	Parts per billion	0.1444445	0.2	15	0.0	Parts per million	0.2634444999999999	0.356	15	3.0
156648	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-03-27	Parts per billion	2.708696	5.2	20	5	Parts per million	0.041542	0.05	9	46	Parts per billion	0.154037	0.2	1	0.0	Parts per million	0.133688	0.2	0	2.0
156652	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-03-28	Parts per billion	13.556522	56.7	20	53	Parts per million	0.033208	0.06	10	67	Parts per billion	0.3568325	1.7	20	1.0	Parts per million	0.263152	1.374	20	7.0
156656	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-03-29	Parts per billion	21.726087	50.4	19	47	Parts per million	0.034542	0.06	9	67	Parts per billion	1.8341615	6.6	16	9.0	Parts per million	0.468616	1.037	20	8.0
156660	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-03-30	Parts per billion	2.547826	13.7	0	12	Parts per million	0.044083	0.052	12	48	Parts per billion	0.2043479999999999	0.3	0	0.0	Parts per million	0.184286	0.6	0	7.0
156664	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-03-31	Parts per billion	4.96087	27.8	5	25	Parts per million	0.047208	0.056	10	54	Parts per billion	0.258385	0.7	12	0.0	Parts per million	0.1908045	0.411	5	2.0
156668	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-04-01	Parts per billion	2.230435	4.5	5	4	Parts per million	0.048458	0.052	10	48	Parts per billion	0.1338504999999999	0.2	0	0.0	Parts per million	0.1552935	0.2	5	2.0
156672	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-04-02	Parts per billion	2.130435	4.0	6	4	Parts per million	0.0445	0.05	9	46	Parts per billion	0.1065214999999999	0.2	5	0.0	Parts per million	0.1365325	0.2	6	2.0
156676	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-04-03	Parts per billion	14.117391	51.3	21	48	Parts per million	0.029542	0.051	10	47	Parts per billion	0.397826	1.9	20	1.0	Parts per million	0.322587	1.408	20	9.0
156680	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-04-04	Parts per billion	7.630435	25.2	0	24	Parts per million	0.04275	0.055	9	51	Parts per billion	0.2354039999999999	0.6	0	0.0	Parts per million	0.293598	0.8	6	9.0
156684	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-04-05	Parts per billion	3.121739	11.8	19	10	Parts per million	0.044542	0.053	10	49	Parts per billion	0.174845	0.2	5	0.0	Parts per million	0.168924	0.329	18	2.0
156688	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-04-06	Parts per billion	7.165217	36.4	20	34	Parts per million	0.036875	0.05	9	46	Parts per billion	0.290683	1.1	20	1.0	Parts per million	0.2090035	0.735	20	3.0
156692	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-04-07	Parts per billion	13.091304	42.6	20	40	Parts per million	0.028292	0.051	10	47	Parts per billion	0.2	0.2	0	0.0	Parts per million	0.3414565	1.966	22	9.0
156696	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-04-26	Parts per billion	1.434783	3.1	19	3	Parts per million	0.048625	0.053	8	49	Parts per billion	0.2	0.2	5	0.0	Parts per million	0.1161085	0.154	20	1.0
